task_id,suite_split,lift_type,feature_family,copytrap,functional_pass,failure_stage,audit_failure_class,run_status,failure_class,final_score,reference_relative_loc_ratio,compactness_class,copied_fraction,submitted_loc,total_tokens,effective_uncached_prompt_tokens,completion_tokens,api_calls,context_violation,max_prompt_tokens_per_call,max_allowed_prompt_tokens,context_overage_tokens,agent_attempted,freeze_preflight_blocked,dependency_install_failed,dependency_failure_reason,run_error,source_snapshot_id,source_snapshot_match
typer__command_parser_core__001,python150,Direct,workflow_session_orchestration,false,False,public,public_behavior,failed,agent_step_limited,0.0,0.385053,non_functional,0.227803,4539,11120269,396228,130121,128,True,137568,122880,14688,True,False,False,dependency lock is empty,,github__fastapi__typer__83e7087f95e1,True
urllib3__retry_backoff_core__001,python150,Direct,cache_retry_policy,false,True,pass,pass,failed,model_failed,1.0,1.010802,copy_heavy_pass,0.964885,655,2485999,45426,45053,47,False,89710,122880,-33170,True,False,False,dependency lock is empty,,github__urllib3__urllib3__7b3d85e01e1d,True
virtualenv__interpreter_spec_core__hard3_001,python150,Adapted,parse_tokenize_decode,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: virtualenv__interpreter_spec_core__hard3_001: active benchmark freeze spec hash mismatch,,
voluptuous__schema_validate_core__001,python150,Direct,validate_normalize_construct,false,True,pass,pass,passed,passed,1.0,0.863914,copy_heavy_pass,0.958407,1130,4948894,64233,57269,64,False,120368,122880,-2512,True,False,False,dependency lock is empty,,github__alecthomas__voluptuous__bfa173f9f008,True
websockets__handshake_parse_core__001,python150,Adapted,protocol_state_transition,false,True,pass,pass,passed,passed,1.0,1.210484,copy_heavy_pass,0.94537,1501,5129554,75289,44729,77,False,117683,122880,-5197,True,False,False,dependency lock is empty,,github__python_websockets__websockets__1c71295d05ff,True
werkzeug__routing_core__001,python150,Adapted,registry_plugin_dispatch,false,True,pass,pass,passed,passed,1.0,0.405339,copy_heavy_pass,0.949319,4479,7353191,73494,52177,102,False,121441,122880,-1439,True,False,False,dependency lock is empty,,github__pallets__werkzeug__5dfbd7817e00,True
wheel__metadata_normalize_core__hard3_001,python150,Adapted,resource_metadata_loading,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: wheel__metadata_normalize_core__hard3_001: active benchmark freeze spec hash mismatch,,
wsproto__frame_parse_core__001,python150,Adapted,protocol_state_transition,false,True,pass,pass,passed,passed,1.0,0.742068,copy_heavy_pass,0.98069,725,1193343,38792,11767,32,False,50966,122880,-71914,True,False,False,dependency lock is empty,,github__python_hyper__wsproto__1cf5c7095c49,True
xmltodict__xml_parse_core__001,python150,Direct,serialize_format_render,false,True,pass,pass,passed,passed,1.0,0.581272,copy_heavy_pass,0.841945,329,1936451,43368,41947,35,False,85249,122880,-37631,True,False,False,dependency lock is empty,,github__martinblech__xmltodict__a3d8ab67d4af,True
yamale__schema_validate_core__hard3_001,python150,Adapted,validate_normalize_construct,false,False,public,public_behavior,failed,model_failed,0.0,5.054054,non_functional,0.820856,748,4945850,54597,66165,75,False,118041,122880,-4839,True,False,False,,,github__23andme__yamale__db8654ca554b,True
yarl__url_model_core__001,python150,Adapted,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,0.99557,copy_heavy_pass,0.996107,1798,4677498,70819,27223,83,False,94835,122880,-28045,True,False,False,,,github__aio_libs__yarl__dae78c0d8fc6,True
