model,task_id,suite_split,construction_split,hard3,lift_type,feature_family,entanglement_primary,entanglement_level,has_run_json,has_result_json,submission_file_count,usable_submission,functional_pass,first_failure_stage,run_status,freeze_id,agent_docker_image,eval_docker_image,build_pass,public_pass,hidden_pass,isolation_pass,rres,extraction_ratio,copied_fraction,copied_loc,submitted_loc,reference_loc,compactness_class,artifact_fail,process_tve,process_invalid_encrypted,process_timeout,process_promoted_process,process_context_violation,process_usage_unverified,process_usage_source,process_api_calls,process_assistant_steps,process_prompt_tokens,process_completion_tokens,process_total_tokens,process_effective_uncached_prompt_tokens,process_incremental_tokens,process_prompt_cache_accounting,process_duration_seconds,process_detail,process_flags
gpt-5.6-luna,isort__settings_resolver_core__hard3_001,python150,hard50,True,Adapted,config_resolve_discover,config_environment_coupling,high,True,True,1,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.305147,1.305147,0.022535,8,355,272,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,84,63,0,0,,,,False,1496.082298,"Error validating tool 'task': Failed to provide security_risk field in tool 'task'. Parameters provided: ['subagent_type', 'description', 'prompt']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,itsdangerous__timed_serializer_core__001,python150,core100,False,Adapted,serialize_format_render,data_model_coupling,high,True,True,1,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,3.871795,3.871795,0.086093,13,151,39,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,27,47,0,0,,,,False,661.350415,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,jinja2__compile_render_core__001,python150,core100,False,Adapted,serialize_format_render,framework_coupling,high,True,True,18,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.001232,1.001232,0.994072,8887,8940,8929,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,33,32,0,0,,,,False,539.263769,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,jinja2__extensions_core__001,python150,core100,False,Adapted,registry_plugin_dispatch,framework_coupling,high,True,True,16,True,False,public_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.926608,0.926608,0.999663,8898,8901,9606,non_functional,True,False,False,False,False,False,True,usage.json,13,25,0,0,,,,False,175.402654,passed,[]
gpt-5.6-luna,jinja2__filters_tests_core__001,python150,core100,False,Adapted,serialize_format_render,framework_coupling,high,True,True,18,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.99888,0.99888,0.995403,8877,8918,8928,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,38,38,0,0,,,,False,719.355178,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,jinja2__lexer_parser_core__001,python150,core100,False,Adapted,parse_tokenize_decode,parser_state_coupling,high,True,True,6,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.309966,0.309966,0.263397,290,1101,3552,compact_pass,False,True,False,False,False,False,True,usage.json,125,121,0,0,,,,False,1971.745806,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,jinja2__loader_inheritance_core__001,python150,core100,False,Adapted,resource_metadata_loading,framework_coupling,high,True,True,4,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.045007,0.045007,0.075294,32,425,9443,compact_pass,False,True,False,False,False,False,True,usage.json,28,49,0,0,,,,False,474.243047,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,json5__parse_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,3,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.049912,1.049912,0.996664,1195,1199,1142,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,30,42,0,0,,,,False,480.880544,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,json_logic__evaluator_core__hard3_001,python150,hard50,True,Direct,cache_retry_policy,parser_state_coupling,high,True,True,1,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.184397,1.184397,0.071856,12,167,141,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,12,14,0,0,,,,False,180.353227,Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command'],"[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,jsonpath_ng__expression_eval_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,4,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.389163,0.389163,0.086799,48,553,1421,compact_pass,False,True,False,False,False,False,True,usage.json,40,37,0,0,,,,False,1023.290553,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,jsonpointer__resolve_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,1,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.671111,0.671111,0.463576,70,151,225,functional_mixed_footprint,False,False,False,False,False,False,True,usage.json,18,24,0,0,,,,False,187.580135,passed,[]
gpt-5.6-luna,jsonschema__validator_core__001,python150,core100,False,Direct,validate_normalize_construct,data_model_coupling,high,True,True,2,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.157215,0.157215,0.057143,32,560,3562,compact_pass,False,True,False,False,False,False,True,usage.json,59,78,0,0,,,,False,1065.631924,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,jupyter_core__paths_resolver_core__hard3_001,python150,hard50,True,Adapted,config_resolve_discover,config_environment_coupling,high,True,True,1,True,False,public_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,1.359155,1.359155,0.0,0,193,142,non_functional,True,True,False,False,False,False,True,usage.json,26,31,0,0,,,,False,468.178784,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,jupyter_server__extension_config_core__hard3_001,python150,hard50,True,Composite,registry_plugin_dispatch,framework_coupling,high,True,True,2,True,False,hidden_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,1.927273,1.927273,0.0,0,106,55,non_functional,True,True,False,False,False,False,True,usage.json,30,42,0,0,,,,False,1002.237557,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,keyring__backend_select_core__hard3_001,python150,hard50,True,Composite,registry_plugin_dispatch,framework_coupling,high,True,True,1,True,False,hidden_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,1.579618,1.579618,0.0,0,248,157,non_functional,True,True,False,False,False,False,True,usage.json,31,45,0,0,,,,False,511.709425,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,lark__grammar_loader_core__001,python150,core100,False,Direct,resource_metadata_loading,resource_coupling,high,True,True,25,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.91845,0.91845,0.997806,5911,5924,6450,copy_heavy_pass,False,True,False,False,True,False,True,usage.json,106,125,0,0,,,,False,1155.981319,"Error validating tool 'task': Failed to provide security_risk field in tool 'task'. Parameters provided: ['subagent_type', 'description', 'prompt']","[""promoted_process_failure"", ""tool_validation_error"", ""tve""]"
gpt-5.6-luna,lark__parse_tree_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,20,True,False,build_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,False,False,False,False,0.792026,0.792026,1.0,4589,4589,5794,non_functional,True,True,False,False,False,False,True,usage.json,30,25,0,0,,,,False,720.849115,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,lark__visitor_transform_core__001,python150,core100,False,Adapted,algorithm_data_structure,data_model_coupling,high,True,True,29,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.991964,0.991964,0.99865,5917,5925,5973,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,72,56,0,0,,,,False,932.36351,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,license_expression__policy_core__hard3_001,python150,hard50,True,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,1,True,False,public_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,1.675676,1.675676,0.0,0,372,222,non_functional,True,True,False,False,False,False,True,usage.json,27,38,0,0,,,,False,383.605583,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,mako__lexer_expression_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,5,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.308411,0.308411,0.261072,224,858,2782,compact_pass,False,True,False,False,False,False,True,usage.json,73,36,0,0,,,,False,1298.521664,"Error validating tool 'task': Failed to provide security_risk field in tool 'task'. Parameters provided: ['subagent_type', 'description', 'prompt']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,markdown__extensions_core__001,python150,core100,False,Adapted,parse_tokenize_decode,parser_state_coupling,high,True,True,14,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.069396,1.069396,0.995215,3328,3344,3127,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,34,46,0,0,,,,False,644.252076,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,markdown_it__commonmark_render__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,63,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.000907,1.000907,0.997283,4404,4416,4412,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,44,59,0,0,,,,False,764.420636,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,marshmallow__schema_core__001,python150,core100,False,Direct,serialize_format_render,data_model_coupling,high,True,True,12,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.986535,0.986535,0.967551,3757,3883,3936,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,35,28,0,0,,,,False,638.22874,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,mkdocs__plugin_config_core__hard3_001,python150,hard50,True,Composite,registry_plugin_dispatch,framework_coupling,high,True,True,1,True,False,public_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,1.638298,1.638298,0.0,0,77,47,non_functional,True,True,False,False,False,False,True,usage.json,24,38,0,0,,,,False,413.446253,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,msgpack__pack_unpack_core__001,python150,core100,False,Adapted,serialize_format_render,parser_state_coupling,high,True,True,4,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.957802,0.957802,0.98873,965,976,1019,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,11,30,0,0,,,,False,175.037066,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,multidict__multidict_mutation_core__hard3_001,python150,hard50,True,Direct,algorithm_data_structure,data_model_coupling,high,True,True,1,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,1.939597,1.939597,0.024221,7,289,149,non_functional,True,True,False,False,False,False,True,usage.json,16,34,0,0,,,,False,326.793257,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,networkx__dag_topo_core__001,python150,core100,False,Direct,algorithm_data_structure,data_model_coupling,high,True,True,8,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.034768,0.034768,0.113757,43,378,10872,compact_pass,False,True,False,False,False,False,True,usage.json,17,35,0,0,,,,False,265.849959,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,packaging__requirement_marker_specifier__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,18,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.580803,0.580803,0.975185,1847,1894,3261,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,36,46,0,0,,,,False,693.562197,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,parse__format_parser_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,1,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,5.644444,5.644444,0.023622,6,254,45,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,27,38,0,0,,,,False,480.367744,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,parsel__selector_namespace_core__hard3_001,python150,hard50,True,Adapted,parse_tokenize_decode,data_model_coupling,high,True,True,1,True,False,public_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,5.72549,5.72549,0.0,0,584,102,non_functional,True,True,False,False,False,False,True,usage.json,81,99,0,0,,,,False,1132.49184,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,parso__python_parse_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,23,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.923009,0.923009,0.967788,4026,4160,4507,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,23,39,0,0,,,,False,348.593246,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,passlib__hash_context_core__001,python150,core100,False,Direct,validate_normalize_construct,data_model_coupling,high,True,True,1,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.047391,0.047391,0.0,0,347,7322,compact_pass,False,True,False,False,False,False,True,usage.json,26,38,0,0,,,,False,499.923753,Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command'],"[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pathvalidate__sanitize_core__001,python150,core100,False,Direct,validate_normalize_construct,config_environment_coupling,high,True,True,1,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.356579,0.356579,0.04797,26,542,1520,compact_pass,False,True,False,False,False,False,True,usage.json,32,30,0,0,,,,False,582.236148,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pendulum__parse_format_core__001,python150,core100,False,Adapted,parse_tokenize_decode,parser_state_coupling,high,True,True,8,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.153336,0.153336,0.145478,111,763,4976,compact_pass,False,True,False,False,True,False,True,usage.json,126,124,0,0,,,,False,1850.298098,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""promoted_process_failure"", ""tool_validation_error"", ""tve""]"
gpt-5.6-luna,phonenumbers__parse_format_core__001,python150,core100,False,Direct,parse_tokenize_decode,resource_coupling,high,True,True,3,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.101838,0.101838,0.054441,19,349,3427,compact_pass,False,True,False,False,False,False,True,usage.json,39,53,0,0,,,,False,600.911048,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,platformdirs__app_dirs_core__hard3_001,python150,hard50,True,Adapted,config_resolve_discover,config_environment_coupling,high,True,True,1,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.917293,0.917293,0.0,0,122,133,functional_mixed_footprint,False,True,False,False,False,False,True,usage.json,15,24,0,0,,,,False,286.740419,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pluggy__hook_call_order__001,python150,core100,False,Direct,registry_plugin_dispatch,framework_coupling,high,True,True,1,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.578431,0.578431,0.191283,79,413,714,functional_mixed_footprint,False,True,False,False,False,False,True,usage.json,24,21,0,0,,,,False,422.42263,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pluggy__hook_specs_core__001,python150,core100,False,Direct,registry_plugin_dispatch,framework_coupling,high,True,True,0,False,False,missing_submission,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.0,0.0,0.0,0,0,714,non_functional,False,True,False,False,False,False,True,usage.json,6,12,0,0,,,,False,94.525837,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pluggy__hook_wrapper_core__hard3_001,python150,hard50,True,Adapted,registry_plugin_dispatch,framework_coupling,high,True,True,2,True,False,public_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,1.570707,1.570707,0.073955,23,311,198,non_functional,True,True,False,False,False,False,True,usage.json,22,31,0,0,,,,False,327.808061,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,poetry_core__dependency_groups_core__hard3_001,python150,hard50,True,Composite,resource_metadata_loading,data_model_coupling,high,True,True,1,True,False,public_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,4.270833,4.270833,0.014634,3,205,48,non_functional,True,True,False,False,False,False,True,usage.json,24,30,0,0,,,,False,437.969715,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pydantic__field_validator_core__hard3_001,python150,hard50,True,Adapted,validate_normalize_construct,data_model_coupling,high,True,True,1,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,2.935897,2.935897,0.0,0,229,78,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,17,16,0,0,,,,False,281.205511,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pydantic_settings__env_source_core__001,python150,core100,False,Adapted,config_resolve_discover,config_environment_coupling,high,True,True,1,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.196319,0.196319,0.099432,35,352,1793,compact_pass,False,True,False,False,False,False,True,usage.json,54,37,0,0,,,,False,831.229506,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pydantic_v1__validation_error_core__001,python150,core100,False,Adapted,validate_normalize_construct,framework_coupling,high,True,True,4,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.069681,0.069681,0.0,0,413,5927,compact_pass,False,True,False,False,False,False,True,usage.json,81,53,0,0,,,,False,1515.170189,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pygments__formatter_core__001,python150,core100,False,Direct,serialize_format_render,parser_state_coupling,high,True,True,36,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.813761,0.813761,0.971226,4388,4518,5552,copy_heavy_pass,False,False,False,False,False,False,True,usage.json,20,16,0,0,,,,False,329.290558,passed,[]
