task_id,split,source_repo,source_commit,source_group_id,repo_archetype_primary,repo_archetype_secondary,repo_provenance,repo_domain_primary,repo_domain_secondary,feature_family_primary,feature_family_secondary,feature_statefulness,entanglement_primary_original,entanglement_types_original,normalized_entanglement_types,behavioral_risk_tags,codebase_condition_tags,reference_file_count,reference_symbol_count,reference_loc,source_entrypoint_count,direct_internal_dependency_count,transitive_internal_dependency_count,external_dependency_count,static_file_closure_depth,resource_file_count,has_dynamic_import,has_global_state,has_registry,has_framework_lifecycle,adapter_required,public_test_count,hidden_test_count,classification_evidence,classification_confidence,review_status,taxonomy_version
jsonschema__validator_core__001,core100,jsonschema,4.23.0-installed-snapshot,jsonschema,library,,real_oss_mature,data_modeling,,validate_normalize_construct,,stateless,data_model_coupling,data_model_coupling;global_state_registry_coupling;implicit_dependency_coupling,data_model_invariant;global_state_registry;implicit_runtime_dependency,boundary_cases;exception_semantics;ordering_semantics,,NA,NA,NA,5,9,0,14,1,NA,false,true,true,false,NA,2,3,benchmark/tasks/jsonschema__validator_core__001/metadata.json;benchmark/tasks/jsonschema__validator_core__001/evaluation/oracle_manifest.json;benchmark/tasks/jsonschema__validator_core__001/public_tests/test_public_api.py;benchmark/tasks/jsonschema__validator_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/jsonschema__validator_core__001/repo/jsonschema/_format.py;benchmark/tasks/jsonschema__validator_core__001/repo/jsonschema/exceptions.py;benchmark/tasks/jsonschema__validator_core__001/repo/jsonschema/validators.py,high,reviewed_v1,v1
jupyter_core__paths_resolver_core__hard3_001,hard50,jupyter_core,ad6b4aea233a9634ffcd6ad553ecd63129ab5f6e,jupyter_core,developer_tooling,,real_oss_mature,configuration,,config_resolve_discover,,stateless,config_environment_coupling,config_environment_coupling;implicit_dependency_coupling;resource_coupling,config_environment;implicit_runtime_dependency;resource_packaging,platform_variation,,NA,NA,NA,5,1,0,4,1,NA,false,false,true,false,NA,3,4,benchmark/tasks/jupyter_core__paths_resolver_core__hard3_001/metadata.json;benchmark/tasks/jupyter_core__paths_resolver_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/jupyter_core__paths_resolver_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/jupyter_core__paths_resolver_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/jupyter_core__paths_resolver_core__hard3_001/repo/jupyter_core/paths.py;benchmark/tasks/jupyter_core__paths_resolver_core__hard3_001/repo/jupyter_core/utils/__init__.py,high,reviewed_v1,v1
jupyter_server__extension_config_core__hard3_001,hard50,jupyter_server,c8bbb1a77a1d482816bac0dfe5c14c08d37b59ac,jupyter_server,application_service,,real_oss_mature,application,,registry_plugin_dispatch,,lifecycle_state,framework_coupling,config_environment_coupling;framework_coupling,config_environment;dynamic_import_plugin;framework_lifecycle;static_transitive_dependency,boundary_cases;lifecycle_semantics,,2,4,140,1,0,0,0,0,0,true,false,true,true,NA,1,3,benchmark/tasks/jupyter_server__extension_config_core__hard3_001/metadata.json;benchmark/tasks/jupyter_server__extension_config_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/jupyter_server__extension_config_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/jupyter_server__extension_config_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/jupyter_server__extension_config_core__hard3_001/repo/jupyter_server/extension/config.py,high,reviewed_v1,v1
keyring__backend_select_core__hard3_001,hard50,keyring,7603e7cadc254b4c6e3fc2b2f0916a005e78087d,keyring,framework_plugin,,real_oss_mature,general_utility,,registry_plugin_dispatch,,lifecycle_state,framework_coupling,data_model_coupling;framework_coupling;third_party_dependency_coupling,data_model_invariant;dynamic_import_plugin;framework_lifecycle;static_transitive_dependency;third_party_contract,boundary_cases;exception_semantics;mutation_side_effects;ordering_semantics,,7,10,536,6,3,0,2,1,1,true,true,true,true,NA,3,5,benchmark/tasks/keyring__backend_select_core__hard3_001/metadata.json;benchmark/tasks/keyring__backend_select_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/keyring__backend_select_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/keyring__backend_select_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/keyring__backend_select_core__hard3_001/repo/keyring/backend.py;benchmark/tasks/keyring__backend_select_core__hard3_001/repo/keyring/backends/chainer.py;benchmark/tasks/keyring__backend_select_core__hard3_001/repo/keyring/backends/fail.py,high,reviewed_v1,v1
lark__grammar_loader_core__001,core100,lark,1.3.1-installed-snapshot,lark,library,,real_oss_mature,parsing,,resource_metadata_loading,,stateless,resource_coupling,implicit_dependency_coupling;parser_state_coupling;resource_coupling,dynamic_import_plugin;implicit_runtime_dependency;parser_state;resource_packaging;static_transitive_dependency,boundary_cases;exception_semantics;lifecycle_semantics,weak_module_boundaries,34,NA,6838,4,13,10,6,3,5,true,false,false,false,NA,1,2,benchmark/tasks/lark__grammar_loader_core__001/metadata.json;benchmark/tasks/lark__grammar_loader_core__001/evaluation/oracle_manifest.json;benchmark/tasks/lark__grammar_loader_core__001/public_tests/test_public_api.py;benchmark/tasks/lark__grammar_loader_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/lark__grammar_loader_core__001/repo/lark/__init__.py;benchmark/tasks/lark__grammar_loader_core__001/repo/lark/lark.py;benchmark/tasks/lark__grammar_loader_core__001/repo/lark/load_grammar.py,high,reviewed_v1,v1
lark__parse_tree_core__001,core100,lark,1.2.2,lark,library,,real_oss_mature,parsing,,parse_tokenize_decode,,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics;lifecycle_semantics,,NA,NA,NA,6,14,9,6,3,NA,true,false,false,false,NA,2,3,benchmark/tasks/lark__parse_tree_core__001/metadata.json;benchmark/tasks/lark__parse_tree_core__001/evaluation/oracle_manifest.json;benchmark/tasks/lark__parse_tree_core__001/public_tests/test_parse_public.py;benchmark/tasks/lark__parse_tree_core__001/hidden_tests/test_parse_hidden.py;benchmark/tasks/lark__parse_tree_core__001/repo/lark/__init__.py;benchmark/tasks/lark__parse_tree_core__001/repo/lark/exceptions.py;benchmark/tasks/lark__parse_tree_core__001/repo/lark/lark.py,high,reviewed_v1,v1
lark__visitor_transform_core__001,core100,lark,1.2.2,lark,library,,real_oss_mature,parsing,,algorithm_data_structure,,local_state,data_model_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;lifecycle_semantics;mutation_side_effects,,NA,NA,NA,6,6,16,6,4,NA,true,false,false,false,NA,2,3,benchmark/tasks/lark__visitor_transform_core__001/metadata.json;benchmark/tasks/lark__visitor_transform_core__001/evaluation/oracle_manifest.json;benchmark/tasks/lark__visitor_transform_core__001/public_tests/test_visitor_public.py;benchmark/tasks/lark__visitor_transform_core__001/hidden_tests/test_visitor_hidden.py;benchmark/tasks/lark__visitor_transform_core__001/repo/lark/__init__.py;benchmark/tasks/lark__visitor_transform_core__001/repo/lark/parsers/earley_forest.py;benchmark/tasks/lark__visitor_transform_core__001/repo/lark/tree.py,medium,ai_assisted_reviewed_v1,v1
license_expression__policy_core__hard3_001,hard50,license_expression,2efada20a05837dd573fa6852fbc0974939f2b14,license_expression,library,,real_oss_mature,parsing,,parse_tokenize_decode,cache_retry_policy,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics,,4,4,2022,4,1,0,1,1,2,false,false,true,false,NA,3,6,benchmark/tasks/license_expression__policy_core__hard3_001/metadata.json;benchmark/tasks/license_expression__policy_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/license_expression__policy_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/license_expression__policy_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/license_expression__policy_core__hard3_001/repo/src/license_expression/__init__.py,high,reviewed_v1,v1
mako__lexer_expression_core__001,core100,mako,d58a9208fd62a816e9609a35be55aa6d3c5b14e7,mako,library,,real_oss_mature,parsing,,parse_tokenize_decode,,lifecycle_state,parser_state_coupling,framework_coupling;implicit_dependency_coupling;parser_state_coupling,dynamic_import_plugin;framework_lifecycle;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics,weak_module_boundaries,10,NA,2955,7,9,0,1,1,0,true,true,true,true,NA,4,7,benchmark/tasks/mako__lexer_expression_core__001/metadata.json;benchmark/tasks/mako__lexer_expression_core__001/evaluation/oracle_manifest.json;benchmark/tasks/mako__lexer_expression_core__001/public_tests/test_public_api.py;benchmark/tasks/mako__lexer_expression_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/mako__lexer_expression_core__001/repo/mako/ast.py;benchmark/tasks/mako__lexer_expression_core__001/repo/mako/compat.py;benchmark/tasks/mako__lexer_expression_core__001/repo/mako/exceptions.py,high,reviewed_v1,v1
markdown__extensions_core__001,core100,Markdown,3.7-installed-snapshot,markdown,library,,real_oss_mature,parsing,,parse_tokenize_decode,registry_plugin_dispatch,lifecycle_state,parser_state_coupling,framework_coupling;parser_state_coupling,dynamic_import_plugin;framework_lifecycle;parser_state;static_transitive_dependency,boundary_cases;ordering_semantics,,15,NA,3547,3,9,3,2,2,0,true,false,true,true,NA,2,5,benchmark/tasks/markdown__extensions_core__001/metadata.json;benchmark/tasks/markdown__extensions_core__001/evaluation/oracle_manifest.json;benchmark/tasks/markdown__extensions_core__001/public_tests/test_public_api.py;benchmark/tasks/markdown__extensions_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/markdown__extensions_core__001/repo/markdown/blockparser.py;benchmark/tasks/markdown__extensions_core__001/repo/markdown/blockprocessors.py;benchmark/tasks/markdown__extensions_core__001/repo/markdown/core.py,high,reviewed_v1,v1
markdown_it__commonmark_render__001,core100,markdown-it-py,2.2.0-installed-snapshot,markdown_it_py,library,,real_oss_mature,parsing,,parse_tokenize_decode,serialize_format_render,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;lifecycle_semantics,,NA,NA,NA,3,14,46,4,4,NA,false,false,true,true,NA,2,3,benchmark/tasks/markdown_it__commonmark_render__001/metadata.json;benchmark/tasks/markdown_it__commonmark_render__001/evaluation/oracle_manifest.json;benchmark/tasks/markdown_it__commonmark_render__001/public_tests/test_public_api.py;benchmark/tasks/markdown_it__commonmark_render__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/markdown_it__commonmark_render__001/repo/markdown_it/main.py;benchmark/tasks/markdown_it__commonmark_render__001/repo/markdown_it/token.py;benchmark/tasks/markdown_it__commonmark_render__001/repo/markdown_it/utils.py,high,reviewed_v1,v1
marshmallow__schema_core__001,core100,marshmallow,4.3.0-installed-snapshot,marshmallow,library,,real_oss_mature,data_modeling,,serialize_format_render,validate_normalize_construct,lifecycle_state,data_model_coupling,data_model_coupling;framework_coupling;implicit_dependency_coupling,data_model_invariant;framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;exception_semantics;ordering_semantics,weak_module_boundaries,15,NA,4155,5,12,0,3,1,1,false,true,true,true,NA,1,2,benchmark/tasks/marshmallow__schema_core__001/metadata.json;benchmark/tasks/marshmallow__schema_core__001/evaluation/oracle_manifest.json;benchmark/tasks/marshmallow__schema_core__001/public_tests/test_public_api.py;benchmark/tasks/marshmallow__schema_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/marshmallow__schema_core__001/repo/marshmallow/class_registry.py;benchmark/tasks/marshmallow__schema_core__001/repo/marshmallow/decorators.py;benchmark/tasks/marshmallow__schema_core__001/repo/marshmallow/exceptions.py,high,reviewed_v1,v1
mkdocs__plugin_config_core__hard3_001,hard50,mkdocs,2862536793b3c67d9d83c33e0dd6d50a791928f8,mkdocs,developer_tooling,,real_oss_mature,application,,registry_plugin_dispatch,,lifecycle_state,framework_coupling,config_environment_coupling;framework_coupling,config_environment;dynamic_import_plugin;framework_lifecycle;static_transitive_dependency,boundary_cases;exception_semantics;lifecycle_semantics,,2,3,848,2,1,0,4,1,0,true,false,true,true,NA,1,3,benchmark/tasks/mkdocs__plugin_config_core__hard3_001/metadata.json;benchmark/tasks/mkdocs__plugin_config_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/mkdocs__plugin_config_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/mkdocs__plugin_config_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/mkdocs__plugin_config_core__hard3_001/repo/mkdocs/plugins.py,high,reviewed_v1,v1
msgpack__pack_unpack_core__001,core100,msgpack-python,2de627311fb17b1a942d052447c3777cd58b162d,msgpack_python,library,,real_oss_mature,parsing,,serialize_format_render,,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics;lifecycle_semantics,weak_module_boundaries,4,NA,1028,8,3,0,2,0,0,false,false,true,false,NA,5,8,benchmark/tasks/msgpack__pack_unpack_core__001/metadata.json;benchmark/tasks/msgpack__pack_unpack_core__001/evaluation/oracle_manifest.json;benchmark/tasks/msgpack__pack_unpack_core__001/public_tests/test_public_api.py;benchmark/tasks/msgpack__pack_unpack_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/msgpack__pack_unpack_core__001/repo/msgpack/__init__.py;benchmark/tasks/msgpack__pack_unpack_core__001/repo/msgpack/exceptions.py;benchmark/tasks/msgpack__pack_unpack_core__001/repo/msgpack/ext.py,high,reviewed_v1,v1
multidict__multidict_mutation_core__hard3_001,hard50,multidict,2aed5c21c349f355063b08355b7322c14075acc3,multidict,library,,real_oss_mature,general_utility,,algorithm_data_structure,,local_state,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;exception_semantics;mutation_side_effects;ordering_semantics,weak_module_boundaries,4,4,1172,3,1,0,1,1,0,false,false,true,false,NA,2,3,benchmark/tasks/multidict__multidict_mutation_core__hard3_001/metadata.json;benchmark/tasks/multidict__multidict_mutation_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/multidict__multidict_mutation_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/multidict__multidict_mutation_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/multidict__multidict_mutation_core__hard3_001/repo/multidict/_multidict_py.py,high,reviewed_v1,v1
networkx__dag_topo_core__001,core100,networkx,3.3-curated-dag-snapshot,networkx,library,,real_oss_mature,general_utility,,algorithm_data_structure,,local_state,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;exception_semantics,weak_module_boundaries,26,NA,11325,7,7,10,4,2,0,true,false,true,false,NA,2,4,benchmark/tasks/networkx__dag_topo_core__001/metadata.json;benchmark/tasks/networkx__dag_topo_core__001/evaluation/oracle_manifest.json;benchmark/tasks/networkx__dag_topo_core__001/public_tests/test_public_api.py;benchmark/tasks/networkx__dag_topo_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/networkx__dag_topo_core__001/repo/networkx/algorithms/dag.py;benchmark/tasks/networkx__dag_topo_core__001/repo/networkx/classes/digraph.py;benchmark/tasks/networkx__dag_topo_core__001/repo/networkx/exception.py,high,reviewed_v1,v1
packaging__requirement_marker_specifier__001,core100,packaging,24.1-installed-snapshot,packaging,developer_tooling,,real_oss_mature,packaging,parsing,parse_tokenize_decode,,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics;platform_variation,,NA,NA,NA,10,7,5,1,4,NA,false,false,true,false,NA,3,4,benchmark/tasks/packaging__requirement_marker_specifier__001/metadata.json;benchmark/tasks/packaging__requirement_marker_specifier__001/evaluation/oracle_manifest.json;benchmark/tasks/packaging__requirement_marker_specifier__001/public_tests/test_public_api.py;benchmark/tasks/packaging__requirement_marker_specifier__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/packaging__requirement_marker_specifier__001/repo/packaging/markers.py;benchmark/tasks/packaging__requirement_marker_specifier__001/repo/packaging/requirements.py;benchmark/tasks/packaging__requirement_marker_specifier__001/repo/packaging/specifiers.py,high,reviewed_v1,v1
parsel__selector_namespace_core__hard3_001,hard50,parsel,05b3d37bf292d012f3d0b71fb7f0697d03af113e,parsel,library,,real_oss_mature,parsing,,parse_tokenize_decode,,local_state,data_model_coupling,data_model_coupling;third_party_dependency_coupling,data_model_invariant;static_transitive_dependency;third_party_contract,exception_semantics;lifecycle_semantics;mutation_side_effects,,2,3,770,1,1,0,6,1,0,false,false,true,false,NA,1,3,benchmark/tasks/parsel__selector_namespace_core__hard3_001/metadata.json;benchmark/tasks/parsel__selector_namespace_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/parsel__selector_namespace_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/parsel__selector_namespace_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/parsel__selector_namespace_core__hard3_001/repo/parsel/selector.py,medium,ai_assisted_reviewed_v1,v1
parso__python_parse_core__001,core100,parso,0.8.3-installed-snapshot,parso,library,,real_oss_mature,parsing,,parse_tokenize_decode,,local_state,parser_state_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state;static_transitive_dependency,boundary_cases;lifecycle_semantics,,26,NA,4854,3,13,5,0,3,7,false,true,true,false,NA,2,5,benchmark/tasks/parso__python_parse_core__001/metadata.json;benchmark/tasks/parso__python_parse_core__001/evaluation/oracle_manifest.json;benchmark/tasks/parso__python_parse_core__001/public_tests/test_public_api.py;benchmark/tasks/parso__python_parse_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/parso__python_parse_core__001/repo/parso/__init__.py;benchmark/tasks/parso__python_parse_core__001/repo/parso/cache.py;benchmark/tasks/parso__python_parse_core__001/repo/parso/grammar.py,high,reviewed_v1,v1
passlib__hash_context_core__001,core100,passlib,1.7.4-installed-snapshot,passlib,library,,real_oss_mature,general_utility,,validate_normalize_construct,,stateless,data_model_coupling,data_model_coupling;global_state_registry_coupling;implicit_dependency_coupling,data_model_invariant;dynamic_import_plugin;global_state_registry;implicit_runtime_dependency;static_transitive_dependency,boundary_cases,,NA,NA,NA,4,10,1,2,2,NA,true,true,true,false,NA,1,2,benchmark/tasks/passlib__hash_context_core__001/metadata.json;benchmark/tasks/passlib__hash_context_core__001/evaluation/oracle_manifest.json;benchmark/tasks/passlib__hash_context_core__001/public_tests/test_public_api.py;benchmark/tasks/passlib__hash_context_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/passlib__hash_context_core__001/repo/passlib/context.py;benchmark/tasks/passlib__hash_context_core__001/repo/passlib/crypto/digest.py;benchmark/tasks/passlib__hash_context_core__001/repo/passlib/handlers/pbkdf2.py,high,reviewed_v1,v1
pathvalidate__sanitize_core__001,core100,pathvalidate,1ca0a50fce51d5b5bd633457a72abf74dbe3112d,pathvalidate,library,,real_oss_mature,configuration,,validate_normalize_construct,,stateless,config_environment_coupling,config_environment_coupling;implicit_dependency_coupling;parser_state_coupling,config_environment;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics;platform_variation,weak_module_boundaries,9,NA,1484,12,7,0,0,1,0,false,false,false,false,NA,3,6,benchmark/tasks/pathvalidate__sanitize_core__001/metadata.json;benchmark/tasks/pathvalidate__sanitize_core__001/evaluation/oracle_manifest.json;benchmark/tasks/pathvalidate__sanitize_core__001/public_tests/test_public_api.py;benchmark/tasks/pathvalidate__sanitize_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/pathvalidate__sanitize_core__001/repo/pathvalidate/_const.py;benchmark/tasks/pathvalidate__sanitize_core__001/repo/pathvalidate/_filename.py;benchmark/tasks/pathvalidate__sanitize_core__001/repo/pathvalidate/_filepath.py,high,reviewed_v1,v1
pendulum__parse_format_core__001,core100,pendulum,b99bd1468b5562f045c90d851c4fab0072b26df8,pendulum,library,,real_oss_mature,parsing,,parse_tokenize_decode,serialize_format_render,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics,weak_module_boundaries,28,NA,5077,7,15,4,2,3,0,true,true,false,false,NA,5,10,benchmark/tasks/pendulum__parse_format_core__001/metadata.json;benchmark/tasks/pendulum__parse_format_core__001/evaluation/oracle_manifest.json;benchmark/tasks/pendulum__parse_format_core__001/public_tests/test_public_api.py;benchmark/tasks/pendulum__parse_format_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/pendulum__parse_format_core__001/repo/pendulum/datetime.py;benchmark/tasks/pendulum__parse_format_core__001/repo/pendulum/duration.py;benchmark/tasks/pendulum__parse_format_core__001/repo/pendulum/formatting/formatter.py,high,reviewed_v1,v1
phonenumbers__parse_format_core__001,core100,phonenumbers,9.0.33-installed-snapshot,phonenumbers,library,,real_oss_mature,general_utility,,parse_tokenize_decode,serialize_format_render,local_state,resource_coupling,data_model_coupling;resource_coupling;third_party_dependency_coupling,data_model_invariant;dynamic_import_plugin;resource_packaging;static_transitive_dependency;third_party_contract,boundary_cases;exception_semantics,,12,NA,6220,5,6,1,0,2,0,true,true,true,false,NA,2,3,benchmark/tasks/phonenumbers__parse_format_core__001/metadata.json;benchmark/tasks/phonenumbers__parse_format_core__001/evaluation/oracle_manifest.json;benchmark/tasks/phonenumbers__parse_format_core__001/public_tests/test_public_api.py;benchmark/tasks/phonenumbers__parse_format_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/phonenumbers__parse_format_core__001/repo/phonenumbers/data/__init__.py;benchmark/tasks/phonenumbers__parse_format_core__001/repo/phonenumbers/phonemetadata.py;benchmark/tasks/phonenumbers__parse_format_core__001/repo/phonenumbers/phonenumber.py,high,reviewed_v1,v1
platformdirs__app_dirs_core__hard3_001,hard50,platformdirs,4bd7bb307292ae7c46fabef7cb58951825d0dd68,platformdirs,library,,real_oss_mature,configuration,,config_resolve_discover,,stateless,config_environment_coupling,config_environment_coupling;implicit_dependency_coupling;resource_coupling,config_environment;implicit_runtime_dependency;resource_packaging;static_transitive_dependency,platform_variation,weak_module_boundaries,6,3,1980,3,4,1,2,2,0,false,false,false,false,NA,3,5,benchmark/tasks/platformdirs__app_dirs_core__hard3_001/metadata.json;benchmark/tasks/platformdirs__app_dirs_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/platformdirs__app_dirs_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/platformdirs__app_dirs_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/platformdirs__app_dirs_core__hard3_001/repo/src/platformdirs/__init__.py,high,reviewed_v1,v1
pluggy__hook_call_order__001,core100,pluggy,1.0.0-installed-snapshot,pluggy,framework_plugin,,real_oss_mature,general_utility,,registry_plugin_dispatch,,lifecycle_state,framework_coupling,framework_coupling;global_state_registry_coupling;implicit_dependency_coupling,framework_lifecycle;global_state_registry;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;exception_semantics;lifecycle_semantics;mutation_side_effects;ordering_semantics,weak_module_boundaries,7,NA,739,5,4,1,1,2,0,false,true,true,true,NA,1,3,benchmark/tasks/pluggy__hook_call_order__001/metadata.json;benchmark/tasks/pluggy__hook_call_order__001/evaluation/oracle_manifest.json;benchmark/tasks/pluggy__hook_call_order__001/public_tests/test_public_api.py;benchmark/tasks/pluggy__hook_call_order__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/pluggy__hook_call_order__001/repo/pluggy/_callers.py;benchmark/tasks/pluggy__hook_call_order__001/repo/pluggy/_hooks.py;benchmark/tasks/pluggy__hook_call_order__001/repo/pluggy/_manager.py,high,reviewed_v1,v1
pluggy__hook_specs_core__001,core100,pluggy,1.0.0-installed-snapshot,pluggy,framework_plugin,,real_oss_mature,general_utility,,registry_plugin_dispatch,,lifecycle_state,framework_coupling,framework_coupling;global_state_registry_coupling;implicit_dependency_coupling,dynamic_import_plugin;framework_lifecycle;global_state_registry;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;exception_semantics;lifecycle_semantics;mutation_side_effects,weak_module_boundaries,7,NA,739,6,6,1,1,2,0,true,true,true,true,NA,2,3,benchmark/tasks/pluggy__hook_specs_core__001/metadata.json;benchmark/tasks/pluggy__hook_specs_core__001/evaluation/oracle_manifest.json;benchmark/tasks/pluggy__hook_specs_core__001/public_tests/test_public_api.py;benchmark/tasks/pluggy__hook_specs_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/pluggy__hook_specs_core__001/repo/pluggy/__init__.py;benchmark/tasks/pluggy__hook_specs_core__001/repo/pluggy/_callers.py;benchmark/tasks/pluggy__hook_specs_core__001/repo/pluggy/_hooks.py,high,reviewed_v1,v1
pluggy__hook_wrapper_core__hard3_001,hard50,pluggy,6b0f3293895e9a3dc5b5e5d4bcad5b1649e19c21,pluggy,framework_plugin,,real_oss_mature,general_utility,,registry_plugin_dispatch,,lifecycle_state,framework_coupling,framework_coupling;implicit_dependency_coupling,dynamic_import_plugin;framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency,lifecycle_semantics;mutation_side_effects;ordering_semantics,,2,2,795,1,0,0,0,0,0,true,false,true,true,NA,2,3,benchmark/tasks/pluggy__hook_wrapper_core__hard3_001/metadata.json;benchmark/tasks/pluggy__hook_wrapper_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/pluggy__hook_wrapper_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/pluggy__hook_wrapper_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/pluggy__hook_wrapper_core__hard3_001/repo/src/pluggy/_hooks.py,high,reviewed_v1,v1
poetry_core__dependency_groups_core__hard3_001,hard50,poetry_core,5de24118d23a05a23af5d9eb1d8bd98850d09205,poetry_core,developer_tooling,,real_oss_mature,packaging,,resource_metadata_loading,config_resolve_discover,stateless,data_model_coupling,config_environment_coupling;data_model_coupling,config_environment;data_model_invariant;static_transitive_dependency,exception_semantics,,2,4,1142,1,0,0,2,0,0,false,false,false,false,NA,1,2,benchmark/tasks/poetry_core__dependency_groups_core__hard3_001/metadata.json;benchmark/tasks/poetry_core__dependency_groups_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/poetry_core__dependency_groups_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/poetry_core__dependency_groups_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/poetry_core__dependency_groups_core__hard3_001/repo/src/poetry/core/packages/dependency_group.py,high,reviewed_v1,v1
