task_id,run_id,model,task_type,dynamic_state_task,public_pass,hidden_pass,functional_pass,extraction_ratio,copied_file_count,copied_loc,repeated_file_reads,repeated_line_reads,tool_error_count,harness_format_error_count,closure_plan_present,self_generated_tests,hidden_risk_discussed,stop_reason,primary_failure,trajectory_path,evaluation_path,evidence_step_ids
cachetools__cache_eviction_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/cachetools__cache_eviction_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,true,true,true,true,0.182994,4,665,19,0,2,0,false,true,true,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/cachetools__cache_eviction_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/cachetools__cache_eviction_core__001/eval/result.json,"[""07944950-3c59-4518-b273-1d2e69062e65"",""f8eb6ba9-6321-43df-9a17-32e6a42cb649"",""4383f64b-5dad-4453-8a87-a55a7306a374"",""1e41e5db-6d40-4a8f-9c0e-9a53f267723c"",""b96539eb-3616-4d90-99e9-1aead536e9c0"",""6e40dd21-bce3-4aee-b77c-49475ea59156""]"
pydantic_settings__env_source_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pydantic_settings__env_source_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,config_environment_coupling,false,,,false,0.190706,8,870,7,6,4,0,false,true,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pydantic_settings__env_source_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pydantic_settings__env_source_core__001/eval/result.json,"[""c3e282de-bc07-4cf5-95d9-652d6ebc0b55"",""6009e09f-db84-4765-a797-c0e04ae05475"",""114af2d0-d327-4563-b3c7-7a024434d579"",""e0370515-9710-49b3-a4ed-0a9e56ea25f2"",""00ff19ae-9c84-4374-ad6f-3fbc8b1af735"",""f5c625ea-1ec9-4a4b-82c6-7b19e7addb54"",""eval:build"",""eval:dependency_install_failed""]"
phonenumbers__parse_format_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/phonenumbers__parse_format_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,resource_coupling,true,true,false,false,0.195843,9,1319,15,1,4,0,false,true,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/phonenumbers__parse_format_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/phonenumbers__parse_format_core__001/eval/result.json,"[""eee0c67b-d48a-4fe4-be85-193dc88d0e0a"",""f26dd3f4-0f49-4e08-b0a9-01e75fdc53a0"",""a93b88e7-e51d-41b8-8222-3d6310d4c84e"",""90e58ac6-4bdd-4df6-a305-56e6b366b397"",""b3d88944-d690-442e-a1b8-eb716c5505c5"",""99b4d629-e652-4820-afff-64f43b827d64"",""8a42286e-ef71-4350-afb7-21916b186685"",""eval:hidden_tests""]"
vibe_app__orm_query_ast_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__orm_query_ast_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,framework_coupling,true,true,true,true,0.213970,6,242,0,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__orm_query_ast_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/vibe_app__orm_query_ast_core__001/eval/result.json,"[""acfe3a38-93ba-41fc-b538-8a5bccbd4029"",""3f286589-c7b3-4748-9f6f-4be5950a15b5""]"
python_dotenv__env_parse_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/python_dotenv__env_parse_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,config_environment_coupling,false,true,true,true,0.223293,4,579,0,0,0,0,false,true,true,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/python_dotenv__env_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/python_dotenv__env_parse_core__001/eval/result.json,"[""e25b2535-4dd6-497a-a67c-7f3bdf9d9320"",""3df6e85b-da70-408e-aa5c-38526f56c8a0""]"
yarl__url_model_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/yarl__url_model_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,true,true,true,true,0.227641,8,1797,0,0,3,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/yarl__url_model_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/yarl__url_model_core__001/eval/result.json,"[""0864bb58-6719-4011-b349-030a9e9eb569"",""a4c7aee5-3654-4a29-b332-bc564ff7be35"",""c9618b62-30b2-4d60-a238-5da7138939ab"",""85ce717d-01f9-4281-87f8-b77b895149dd""]"
click__option_parser__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/click__option_parser__001,openai/Qwen3-Coder-30B-A3B-Instruct,framework_coupling,true,false,false,false,0.231160,13,1776,20,1,8,0,false,true,false,step_limit_exceeded,public_behavior_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/click__option_parser__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/click__option_parser__001/eval/result.json,"[""f26adb5e-6a75-4204-985a-d7a8eaec319a"",""60ab6778-bcab-4536-9757-307d11644f2a"",""2c183ce1-86d9-4927-ac55-a7d27d268c23"",""a60f6e86-aa75-4c9c-9d97-95b86a47fdc8"",""cbdfe98e-8cfa-4104-b586-48992f9b9b29"",""eval:public_tests"",""eval:hidden_tests""]"
mako__lexer_expression_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/mako__lexer_expression_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,,,false,0.234521,9,1534,5,1,2,0,false,true,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/mako__lexer_expression_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/mako__lexer_expression_core__001/eval/result.json,"[""e5bab273-8ca3-4707-9d76-4eb3debb7e68"",""32094177-4216-4014-89db-7c3801d0c859"",""db234ba2-1a5d-4c59-a88d-75affb09c91f"",""922a7a23-ddea-4556-a1e0-e6fc588832ae"",""5cca293c-ed5a-45a5-a8c9-bf82666963cf"",""71ec49ff-4047-41c4-8d27-037f5ac22f13"",""07e267bf-a961-490a-b833-eaed20d2a375"",""eval:build"",""eval:dependency_install_failed""]"
urllib3__retry_backoff_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/urllib3__retry_backoff_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,config_environment_coupling,false,true,false,false,0.239455,3,562,0,0,0,0,false,true,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/urllib3__retry_backoff_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/urllib3__retry_backoff_core__001/eval/result.json,"[""11227692-a6d0-4eb5-8ce4-2edde25da5b5"",""79180094-0318-48d0-9a41-300a06992e09"",""eval:hidden_tests""]"
redis__resp_parser_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/redis__resp_parser_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,true,true,true,0.242344,10,1013,3,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/redis__resp_parser_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/redis__resp_parser_core__001/eval/result.json,"[""daa54045-8a99-4f5d-aea3-45835323a371"",""d2045a97-35dd-4ffa-95a9-aee5a98bb964"",""d1caec49-970e-4ea5-b9af-503ff421e42c"",""467feabe-eeeb-4908-add3-0374585550af""]"
dataclasses_json__serde_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/dataclasses_json__serde_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,false,,,false,0.248315,16,958,2,0,0,0,false,false,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/dataclasses_json__serde_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/dataclasses_json__serde_core__001/eval/result.json,"[""1ddf8b96-f92b-42d6-b8cd-ea715f151286"",""e0961712-47fa-4211-a434-7137d3235aa0"",""99ad2943-2390-4d43-b853-d70d8ec1a1c5"",""aa960232-7edc-453c-ab6d-26ed9c59fbd0"",""eval:build"",""eval:dependency_install_failed""]"
humanize__naturaltime_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/humanize__naturaltime_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,false,true,false,false,0.249368,2,592,0,0,0,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/humanize__naturaltime_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/humanize__naturaltime_core__001/eval/result.json,"[""c9c0dc8d-d7f9-4f7f-8973-354ac166e646"",""c40462b3-f1be-49bf-985c-588b5ca2bb72"",""eval:hidden_tests""]"
python_dateutil__relativedelta_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/python_dateutil__relativedelta_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,false,true,false,false,0.249885,3,544,1,0,0,0,false,false,false,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/python_dateutil__relativedelta_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/python_dateutil__relativedelta_core__001/eval/result.json,"[""5a340931-7a72-4004-8c0a-90d52f4028a5"",""28c628a6-710f-4d7b-96a4-5789a0ba9759"",""46056b1c-054f-4acd-b658-e2a81aa62093"",""eval:hidden_tests""]"
pluggy__hook_call_order__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pluggy__hook_call_order__001,openai/Qwen3-Coder-30B-A3B-Instruct,framework_coupling,true,true,true,true,0.917367,5,655,0,0,1,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pluggy__hook_call_order__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pluggy__hook_call_order__001/eval/result.json,"[""bc3700e3-fa3a-43e3-94bf-be763f202879"",""7b29217c-3f26-41d1-b057-ec96a8f51a23"",""4ee290c9-693d-4382-a5f9-60105df4f4e9""]"
coverage__config_merge_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__config_merge_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,config_environment_coupling,false,true,false,false,1.000000,2,148,0,0,2,0,false,false,true,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__config_merge_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__config_merge_core__001/eval/result.json,"[""38032231-6567-4bc9-99d2-9efc8ea4bfca"",""ee7565f1-3d7b-45c9-b78d-5ee1a8cebc4a"",""ec720fb9-8d68-4b5b-85f0-e1ee68ebe66e"",""a082adde-70e9-4640-81f1-0c749c8da176"",""eval:hidden_tests""]"
coverage__glob_matcher_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__glob_matcher_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,resource_coupling,true,true,false,false,1.000000,3,60,0,0,1,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__glob_matcher_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__glob_matcher_core__001/eval/result.json,"[""0197b019-0f62-4737-a5ef-dd5a49ca9348"",""179a9e47-c3fe-48a7-a644-bba97a70e4c2"",""cc26eeb8-17a5-4604-b393-63e560458852"",""eval:hidden_tests""]"
coverage__path_remap_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__path_remap_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,resource_coupling,true,true,false,false,1.000000,3,66,0,0,1,0,false,true,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__path_remap_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__path_remap_core__001/eval/result.json,"[""d206bd00-25d8-43af-8521-d681c1b30cb0"",""601c4127-7076-429e-b691-43f37dc66be6"",""e87b46f0-fb58-4d70-a8fe-2a68693e12e1"",""eval:hidden_tests""]"
coverage__source_selection_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__source_selection_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,config_environment_coupling,true,true,false,false,1.000000,2,101,0,0,0,0,false,true,true,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__source_selection_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__source_selection_core__001/eval/result.json,"[""98227e60-611e-481c-83d0-b32252e81c1c"",""103d3d82-335c-4fd2-acc3-01cae5d09b88"",""eval:hidden_tests""]"
pyyaml__safe_load_dump__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pyyaml__safe_load_dump__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,true,true,false,1.002022,17,4459,4,1,1,0,false,false,true,explicit_finish,isolation_or_forbidden_import_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pyyaml__safe_load_dump__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pyyaml__safe_load_dump__001/eval/result.json,"[""e355fb56-3a68-4c5d-88d7-f33498675e8e"",""043fd0df-7da6-4c20-82da-0af4d49ca216"",""61e3efb5-ff31-4183-9ede-f91e33e1deb5"",""2d95128b-1926-44f3-a5d0-cc5502f4f82a"",""3efca204-2383-4e72-b969-c1d80169967b""]"
faker__provider_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/faker__provider_core__001,openai/Qwen3.6-27B-FP8,resource_coupling,true,false,false,false,0.000440,8,148,4,1,0,2,false,false,false,agent_exit:passed,public_api_or_interface_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/faker__provider_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/faker__provider_core__001/eval/result.json,"[""07648e1b-0324-4200-96ad-30b15fe5318d"",""488f1ef1-49a6-4c6b-b512-65e6d43c9da6"",""1408c7df-fff1-4bd7-be6b-67c9f24d635b"",""a9b9f891-bb1b-4206-9442-72dad09ba053"",""fdf852e1-9058-4ba5-8697-082bd68e3f5c"",""eval:public_tests"",""eval:hidden_tests""]"
pytest__ini_markers_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pytest__ini_markers_core__001,openai/Qwen3.6-27B-FP8,config_environment_coupling,true,true,false,false,0.000707,1,54,1,0,0,1,false,false,false,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pytest__ini_markers_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pytest__ini_markers_core__001/eval/result.json,"[""bef8b68a-d3ed-4704-886e-6b1365fb57d0"",""e7d7f9ca-ff36-456c-a74d-7a7d6f8a7279"",""ece96a0a-cf71-45f9-9e28-b15c2353106a"",""01f8ac41-66c0-4db3-a043-bbf6a6ed5ad1"",""eval:hidden_tests""]"
pytest__skipif_eval_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pytest__skipif_eval_core__001,openai/Qwen3.6-27B-FP8,framework_coupling,true,true,false,false,0.001677,1,128,0,0,0,1,false,false,true,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pytest__skipif_eval_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pytest__skipif_eval_core__001/eval/result.json,"[""52e35414-428d-46f1-8d6c-71c230444afc"",""07406790-191f-4db4-97f2-18bed0e25aa6"",""14b7a11b-85bb-4a8e-8064-f5df96103e7b"",""eval:hidden_tests""]"
pytest__mark_expression_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pytest__mark_expression_core__001,openai/Qwen3.6-27B-FP8,parser_state_coupling,false,true,true,true,0.003628,2,277,0,0,0,0,false,false,false,agent_exit:passed,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pytest__mark_expression_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pytest__mark_expression_core__001/eval/result.json,"[""461ce10f-0edc-4d45-852d-b6dbd5446bcf""]"
pytest__fixture_resolve_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pytest__fixture_resolve_core__001,openai/Qwen3.6-27B-FP8,framework_coupling,true,true,false,false,0.004466,3,341,0,0,0,0,false,false,false,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pytest__fixture_resolve_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pytest__fixture_resolve_core__001/eval/result.json,"[""0fbf581a-a682-45a4-bebc-c6fd4c2b8f10"",""49af78fc-c026-417f-a294-11f8aea97c4c"",""eval:hidden_tests""]"
pygments__formatter_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pygments__formatter_core__001,openai/Qwen3.6-27B-FP8,parser_state_coupling,false,false,false,false,0.014729,13,1511,10,2,2,1,true,false,false,agent_exit:passed,public_api_or_interface_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pygments__formatter_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pygments__formatter_core__001/eval/result.json,"[""a9ef84ad-1b3c-4750-9ab0-371382be493b"",""c592829b-e43f-4540-8f74-9ce3c2550381"",""91be8f9f-83db-4fd8-a7a5-ca67989d824d"",""8f6c46ad-7ed0-4be9-9574-628c8ac9e43c"",""5d9f9df7-8747-45da-a49f-836998ca4516"",""2843a87a-99fc-44cc-9f20-0c8e88c91786"",""85dcc1e6-a552-45d4-bff1-c672f31a76a4"",""2f57f3e0-e65f-45fb-9a18-89be5a15bbd2"",""eval:public_tests"",""eval:hidden_tests""]"
pygments__lexer_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pygments__lexer_core__001,openai/Qwen3.6-27B-FP8,parser_state_coupling,true,true,false,false,0.034195,13,3508,7,2,3,2,false,false,false,step_limit_exceeded,hidden_behavior_contract_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pygments__lexer_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pygments__lexer_core__001/eval/result.json,"[""f2a9006b-ff09-4353-a28f-9d2e0c2da9b0"",""f63e12d3-94b6-4938-9c59-7498bb45def3"",""1a31f474-e6d2-4980-808a-0c63db3bca5d"",""1cb0ec4d-9cbf-4eb6-bd47-2b33638f95f8"",""db4cd242-46a6-48d8-b3cb-7d5102055a8c"",""baa71ff0-464e-4d8c-95be-7f96b83226ce"",""54547a8e-87db-49da-9670-a5e919cd506d"",""d275935d-6ef3-4b51-aeaa-38675b4b20f4"",""c26003a8-fd37-4994-893e-05c87cf7507f"",""eval:hidden_tests""]"
coverage__report_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__report_core__001,openai/Qwen3.6-27B-FP8,config_environment_coupling,false,true,true,true,0.044777,12,1524,2,1,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__report_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__report_core__001/eval/result.json,"[""0aa6fb6d-280b-42de-974a-5d3336377765"",""1891deba-dae7-410f-a844-de704e900f21"",""0ecd632b-e7b6-4dd0-abc4-be1ed10ef16d"",""3325b2a6-465e-455f-92f7-3f612798f4fb""]"
vibe_app__plugin_registry_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__plugin_registry_core__001,openai/Qwen3.6-27B-FP8,legacy_vibe_clutter,true,true,true,true,0.066313,5,75,0,0,0,0,false,false,false,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__plugin_registry_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__plugin_registry_core__001/eval/result.json,"[""08b0ab8f-8fd8-4978-8b3b-475333e24826"",""485a078f-178b-42a7-8bb2-3e266ff71e83""]"
sortedcontainers__sorted_list_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/sortedcontainers__sorted_list_core__001,openai/Qwen3.6-27B-FP8,data_model_coupling,false,true,true,true,0.078036,2,647,4,0,0,0,false,false,false,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/sortedcontainers__sorted_list_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/sortedcontainers__sorted_list_core__001/eval/result.json,"[""fa1ab434-86f0-4efe-98a0-e54d6f154f3f"",""89c02a58-ac4a-4997-a046-3998624b27d7"",""4dfeff01-fcc6-4f1c-9cdd-ccd6c4713f7b"",""3017006e-b7c2-4b9c-b406-2aaad98c055e""]"
boltons__iterutils_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/boltons__iterutils_core__001,openai/Qwen3.6-27B-FP8,data_model_coupling,false,true,true,true,0.088040,2,385,5,0,0,1,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/boltons__iterutils_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/boltons__iterutils_core__001/eval/result.json,"[""8282d6d2-6748-42e9-bab6-03dc2f8b9c30"",""5e72714d-c6a0-4aee-af89-ef62a4d4993f"",""ac31bd03-65d6-4056-ab00-c9ae8eb3bb35"",""e248be92-8db9-4b0f-adf2-55667c4dd15e"",""d322e472-185f-4bb5-8a82-e53d2067a97d""]"
vibe_app__pricing_rules_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__pricing_rules_core__001,openai/Qwen3.6-27B-FP8,legacy_vibe_clutter,true,true,true,true,0.091743,5,60,0,0,0,0,false,false,false,agent_exit:passed,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__pricing_rules_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__pricing_rules_core__001/eval/result.json,"[""eb6a17ee-57fc-4c75-beeb-5f5dbdcb315d""]"
dynaconf__settings_merge_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/dynaconf__settings_merge_core__001,openai/Qwen3.6-27B-FP8,config_environment_coupling,false,false,false,false,0.092258,13,1984,14,4,0,2,false,false,false,agent_exit:passed,public_api_or_interface_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/dynaconf__settings_merge_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/dynaconf__settings_merge_core__001/eval/result.json,"[""df5ff81c-cff7-4207-be55-3e3313e3fda8"",""c900a701-5986-4200-8958-41e012f1c3c9"",""fb1e35cd-7307-428e-a676-391baaf7cb5a"",""dbfcdc45-9df6-4e96-b21d-2a4383b0b494"",""6b60861e-9ac3-401a-b4bd-9af942785111"",""c3c67210-da17-4182-8b45-9f41b0ba1857"",""8f7dc5eb-7a3d-49c6-a85d-5878fb732111"",""eval:public_tests"",""eval:hidden_tests""]"
websockets__handshake_parse_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/websockets__handshake_parse_core__001,openai/Qwen3.6-27B-FP8,parser_state_coupling,false,true,false,false,0.094011,7,1171,2,0,0,0,false,false,false,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/websockets__handshake_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/websockets__handshake_parse_core__001/eval/result.json,"[""57ddf931-1405-4c86-89df-72aa9431a7ec"",""afc15328-300b-434d-8861-f80a63c5c8ed"",""3724f59f-e36c-4431-9778-b039fcd2e33a"",""15c4f7cd-87ee-42f0-baaa-f03e9df2f6be"",""eval:hidden_tests""]"
